"term","ontology","ID","Description","sig_count","up_count","down_count","mean_NES","sd_NES","mean_up_NES","sd_up_NES","mean_down_NES","sd_down_NES","consensus"
"BP: Fc-gamma receptor signaling pathway involved in phagocytosis","BP","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",1,0,1,-1.56904807984288,NA,NA,NA,-1.56904807984288,NA,"down"
"BP: G protein-coupled receptor signaling pathway","BP","GO:0007186","G protein-coupled receptor signaling pathway",1,0,1,-1.5270305068388,NA,NA,NA,-1.5270305068388,NA,"down"
"BP: G1 to G0 transition","BP","GO:0070314","G1 to G0 transition",1,0,1,-1.7318198134222,NA,NA,NA,-1.7318198134222,NA,"down"
"BP: Golgi ribbon formation","BP","GO:0090161","Golgi ribbon formation",1,0,1,-1.95539566811486,NA,NA,NA,-1.95539566811486,NA,"down"
"BP: Golgi to plasma membrane protein transport","BP","GO:0043001","Golgi to plasma membrane protein transport",1,0,1,-1.69065854901448,NA,NA,NA,-1.69065854901448,NA,"down"
"BP: Golgi to plasma membrane transport","BP","GO:0006893","Golgi to plasma membrane transport",1,0,1,-1.68069670765244,NA,NA,NA,-1.68069670765244,NA,"down"
"BP: Golgi to vacuole transport","BP","GO:0006896","Golgi to vacuole transport",1,0,1,-1.7571993909742,NA,NA,NA,-1.7571993909742,NA,"down"
"BP: IRES-dependent viral translational initiation","BP","GO:0075522","IRES-dependent viral translational initiation",1,0,1,-1.79623739419789,NA,NA,NA,-1.79623739419789,NA,"down"
"BP: L-amino acid biosynthetic process","BP","GO:0170034","L-amino acid biosynthetic process",1,0,1,-2.24800218978813,NA,NA,NA,-2.24800218978813,NA,"down"
"BP: L-amino acid catabolic process","BP","GO:0170035","L-amino acid catabolic process",1,0,1,-1.59034306811058,NA,NA,NA,-1.59034306811058,NA,"down"
"BP: L-aspartate transmembrane transport","BP","GO:0070778","L-aspartate transmembrane transport",1,0,1,-1.68854462162988,NA,NA,NA,-1.68854462162988,NA,"down"
"BP: L-serine metabolic process","BP","GO:0006563","L-serine metabolic process",1,0,1,-2.2418925973734,NA,NA,NA,-2.2418925973734,NA,"down"
"BP: N-acetylneuraminate metabolic process","BP","GO:0006054","N-acetylneuraminate metabolic process",1,0,1,-2.06553250198344,NA,NA,NA,-2.06553250198344,NA,"down"
"BP: NAD metabolic process","BP","GO:0019674","NAD metabolic process",1,0,1,-1.97010703258861,NA,NA,NA,-1.97010703258861,NA,"down"
"BP: NADH oxidation","BP","GO:0006116","NADH oxidation",1,0,1,-2.15650373610642,NA,NA,NA,-2.15650373610642,NA,"down"
"BP: NADPH regeneration","BP","GO:0006740","NADPH regeneration",1,0,1,-1.82021271345741,NA,NA,NA,-1.82021271345741,NA,"down"
"BP: NK T cell differentiation","BP","GO:0001865","NK T cell differentiation",1,0,1,-1.71705134607733,NA,NA,NA,-1.71705134607733,NA,"down"
"BP: Notch receptor processing","BP","GO:0007220","Notch receptor processing",1,0,1,-1.71500210276315,NA,NA,NA,-1.71500210276315,NA,"down"
"BP: RISC complex assembly","BP","GO:0070922","RISC complex assembly",1,0,1,-1.78173855774514,NA,NA,NA,-1.78173855774514,NA,"down"
"BP: Rab protein signal transduction","BP","GO:0032482","Rab protein signal transduction",1,0,1,-1.65352620446441,NA,NA,NA,-1.65352620446441,NA,"down"
"BP: SNARE complex assembly","BP","GO:0035493","SNARE complex assembly",1,0,1,-1.76805791512122,NA,NA,NA,-1.76805791512122,NA,"down"
"BP: SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","BP","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",1,0,1,-1.88036620109569,NA,NA,NA,-1.88036620109569,NA,"down"
"BP: T cell mediated immune response to tumor cell","BP","GO:0002424","T cell mediated immune response to tumor cell",1,0,1,-1.6782622902354,NA,NA,NA,-1.6782622902354,NA,"down"
"BP: UDP-N-acetylglucosamine biosynthetic process","BP","GO:0006048","UDP-N-acetylglucosamine biosynthetic process",1,0,1,-1.8389979409149,NA,NA,NA,-1.8389979409149,NA,"down"
"BP: acyl-CoA biosynthetic process","BP","GO:0071616","acyl-CoA biosynthetic process",1,0,1,-1.75953675743447,NA,NA,NA,-1.75953675743447,NA,"down"
"BP: adaptive thermogenesis","BP","GO:1990845","adaptive thermogenesis",1,0,1,-1.77927548593964,NA,NA,NA,-1.77927548593964,NA,"down"
"BP: alcohol catabolic process","BP","GO:0046164","alcohol catabolic process",1,0,1,-1.89469938841035,NA,NA,NA,-1.89469938841035,NA,"down"
"BP: alkanesulfonate metabolic process","BP","GO:0019694","alkanesulfonate metabolic process",1,0,1,-1.68744557155576,NA,NA,NA,-1.68744557155576,NA,"down"
"BP: alpha-amino acid biosynthetic process","BP","GO:1901607","alpha-amino acid biosynthetic process",1,0,1,-2.33058429565067,NA,NA,NA,-2.33058429565067,NA,"down"
"BP: alpha-amino acid catabolic process","BP","GO:1901606","alpha-amino acid catabolic process",1,0,1,-1.64345795285389,NA,NA,NA,-1.64345795285389,NA,"down"
"BP: amacrine cell differentiation","BP","GO:0035881","amacrine cell differentiation",1,0,1,-2.0573521624873,NA,NA,NA,-2.0573521624873,NA,"down"
"BP: amelogenesis","BP","GO:0097186","amelogenesis",1,0,1,-1.78364881554461,NA,NA,NA,-1.78364881554461,NA,"down"
"BP: amino sugar biosynthetic process","BP","GO:0046349","amino sugar biosynthetic process",1,0,1,-1.84342662274882,NA,NA,NA,-1.84342662274882,NA,"down"
"BP: animal organ maturation","BP","GO:0048799","animal organ maturation",1,0,1,-1.66188833310978,NA,NA,NA,-1.66188833310978,NA,"down"
"BP: anterior/posterior axis specification, embryo","BP","GO:0008595","anterior/posterior axis specification, embryo",1,0,1,-1.76219570149792,NA,NA,NA,-1.76219570149792,NA,"down"
"BP: anterograde axonal transport","BP","GO:0008089","anterograde axonal transport",1,0,1,-1.75063096121984,NA,NA,NA,-1.75063096121984,NA,"down"
"BP: aspartate family amino acid metabolic process","BP","GO:0009066","aspartate family amino acid metabolic process",1,0,1,-1.88249120101096,NA,NA,NA,-1.88249120101096,NA,"down"
"BP: asymmetric cell division","BP","GO:0008356","asymmetric cell division",1,0,1,-1.78532560312683,NA,NA,NA,-1.78532560312683,NA,"down"
"BP: atrioventricular canal development","BP","GO:0036302","atrioventricular canal development",1,0,1,-1.73306172145781,NA,NA,NA,-1.73306172145781,NA,"down"
"BP: behavior","BP","GO:0007610","behavior",1,0,1,-1.36111576140793,NA,NA,NA,-1.36111576140793,NA,"down"
"BP: bile acid and bile salt transport","BP","GO:0015721","bile acid and bile salt transport",1,0,1,-1.66020852875303,NA,NA,NA,-1.66020852875303,NA,"down"
"BP: blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP","GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis",1,0,1,-1.65565096509888,NA,NA,NA,-1.65565096509888,NA,"down"
"BP: bone cell development","BP","GO:0098751","bone cell development",1,0,1,-1.72709847207927,NA,NA,NA,-1.72709847207927,NA,"down"
"BP: bone trabecula formation","BP","GO:0060346","bone trabecula formation",1,0,1,-1.8435466084014,NA,NA,NA,-1.8435466084014,NA,"down"
"BP: branching involved in labyrinthine layer morphogenesis","BP","GO:0060670","branching involved in labyrinthine layer morphogenesis",1,0,1,-1.70147605503525,NA,NA,NA,-1.70147605503525,NA,"down"
"BP: brown fat cell differentiation","BP","GO:0050873","brown fat cell differentiation",1,0,1,-1.68977204766815,NA,NA,NA,-1.68977204766815,NA,"down"
"BP: carbohydrate phosphorylation","BP","GO:0046835","carbohydrate phosphorylation",1,0,1,-1.81884841417578,NA,NA,NA,-1.81884841417578,NA,"down"
"BP: cardiac cell fate commitment","BP","GO:0060911","cardiac cell fate commitment",1,0,1,-1.80262745585373,NA,NA,NA,-1.80262745585373,NA,"down"
"BP: cardiac chamber formation","BP","GO:0003207","cardiac chamber formation",1,0,1,-1.84730961851421,NA,NA,NA,-1.84730961851421,NA,"down"
"BP: cardiac left ventricle morphogenesis","BP","GO:0003214","cardiac left ventricle morphogenesis",1,0,1,-1.77530247729952,NA,NA,NA,-1.77530247729952,NA,"down"
"BP: cardiac muscle cell action potential","BP","GO:0086001","cardiac muscle cell action potential",1,0,1,-1.85279282195265,NA,NA,NA,-1.85279282195265,NA,"down"
"BP: cardiac muscle cell action potential involved in contraction","BP","GO:0086002","cardiac muscle cell action potential involved in contraction",1,0,1,-1.77481832697196,NA,NA,NA,-1.77481832697196,NA,"down"
"BP: cardiac muscle cell apoptotic process","BP","GO:0010659","cardiac muscle cell apoptotic process",1,0,1,-1.92638210069686,NA,NA,NA,-1.92638210069686,NA,"down"
"BP: cardiac muscle cell myoblast differentiation","BP","GO:0060379","cardiac muscle cell myoblast differentiation",1,0,1,-1.63514966663127,NA,NA,NA,-1.63514966663127,NA,"down"
"BP: cardiac myofibril assembly","BP","GO:0055003","cardiac myofibril assembly",1,0,1,-1.73029438489925,NA,NA,NA,-1.73029438489925,NA,"down"
"BP: cell fate commitment involved in pattern specification","BP","GO:0060581","cell fate commitment involved in pattern specification",1,0,1,-1.93642556194659,NA,NA,NA,-1.93642556194659,NA,"down"
"BP: cell proliferation in forebrain","BP","GO:0021846","cell proliferation in forebrain",1,0,1,-1.94440491890014,NA,NA,NA,-1.94440491890014,NA,"down"
"BP: cellular pigment accumulation","BP","GO:0043482","cellular pigment accumulation",1,0,1,-1.69210958152724,NA,NA,NA,-1.69210958152724,NA,"down"
"BP: cellular response to L-leucine","BP","GO:0071233","cellular response to L-leucine",1,0,1,-1.98059376034685,NA,NA,NA,-1.98059376034685,NA,"down"
"BP: cellular response to antibiotic","BP","GO:0071236","cellular response to antibiotic",1,0,1,-1.71071766919054,NA,NA,NA,-1.71071766919054,NA,"down"
"BP: cellular response to arsenic-containing substance","BP","GO:0071243","cellular response to arsenic-containing substance",1,0,1,-1.79422623136041,NA,NA,NA,-1.79422623136041,NA,"down"
"BP: cellular response to calcium ion","BP","GO:0071277","cellular response to calcium ion",1,0,1,-1.5192453254829,NA,NA,NA,-1.5192453254829,NA,"down"
"BP: cellular response to leucine starvation","BP","GO:1990253","cellular response to leucine starvation",1,0,1,-2.00707729581137,NA,NA,NA,-2.00707729581137,NA,"down"
"BP: cellular response to leukemia inhibitory factor","BP","GO:1990830","cellular response to leukemia inhibitory factor",1,0,1,-1.5180336375859,NA,NA,NA,-1.5180336375859,NA,"down"
"BP: cellular response to zinc ion","BP","GO:0071294","cellular response to zinc ion",1,0,1,-1.94370504894628,NA,NA,NA,-1.94370504894628,NA,"down"
"BP: cerebellum development","BP","GO:0021549","cerebellum development",1,0,1,-1.90319959312388,NA,NA,NA,-1.90319959312388,NA,"down"
"BP: cerebral cortex neuron differentiation","BP","GO:0021895","cerebral cortex neuron differentiation",1,0,1,-1.88665467004727,NA,NA,NA,-1.88665467004727,NA,"down"
"BP: chaperone-mediated protein folding","BP","GO:0061077","chaperone-mediated protein folding",1,0,1,-1.57827953182373,NA,NA,NA,-1.57827953182373,NA,"down"
"BP: cochlea morphogenesis","BP","GO:0090103","cochlea morphogenesis",1,0,1,-1.81815686735726,NA,NA,NA,-1.81815686735726,NA,"down"
"BP: collecting duct development","BP","GO:0072044","collecting duct development",1,0,1,-2.29667429548066,NA,NA,NA,-2.29667429548066,NA,"down"
"BP: columnar/cuboidal epithelial cell maturation","BP","GO:0002069","columnar/cuboidal epithelial cell maturation",1,0,1,-1.69074697727161,NA,NA,NA,-1.69074697727161,NA,"down"
"BP: commissural neuron axon guidance","BP","GO:0071679","commissural neuron axon guidance",1,0,1,-1.64536270844107,NA,NA,NA,-1.64536270844107,NA,"down"
"BP: coronary vasculature morphogenesis","BP","GO:0060977","coronary vasculature morphogenesis",1,0,1,-1.79358037756939,NA,NA,NA,-1.79358037756939,NA,"down"
"BP: cranial nerve structural organization","BP","GO:0021604","cranial nerve structural organization",1,0,1,-1.89509192910002,NA,NA,NA,-1.89509192910002,NA,"down"
"BP: craniofacial suture morphogenesis","BP","GO:0097094","craniofacial suture morphogenesis",1,0,1,-1.68834988066788,NA,NA,NA,-1.68834988066788,NA,"down"
"BP: dendritic spine maintenance","BP","GO:0097062","dendritic spine maintenance",1,0,1,-1.88430569494323,NA,NA,NA,-1.88430569494323,NA,"down"
"BP: detection of chemical stimulus involved in sensory perception","BP","GO:0050907","detection of chemical stimulus involved in sensory perception",1,0,1,-1.664213768281,NA,NA,NA,-1.664213768281,NA,"down"
"BP: detection of chemical stimulus involved in sensory perception of bitter taste","BP","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste",1,0,1,-1.66749184833653,NA,NA,NA,-1.66749184833653,NA,"down"
"BP: detection of chemical stimulus involved in sensory perception of smell","BP","GO:0050911","detection of chemical stimulus involved in sensory perception of smell",1,0,1,-1.90585908271116,NA,NA,NA,-1.90585908271116,NA,"down"
"BP: detection of chemical stimulus involved in sensory perception of taste","BP","GO:0050912","detection of chemical stimulus involved in sensory perception of taste",1,0,1,-1.64468029134915,NA,NA,NA,-1.64468029134915,NA,"down"
"BP: detection of stimulus involved in sensory perception","BP","GO:0050906","detection of stimulus involved in sensory perception",1,0,1,-1.47650532727829,NA,NA,NA,-1.47650532727829,NA,"down"
"BP: dolichol metabolic process","BP","GO:0019348","dolichol metabolic process",1,0,1,-1.80304954746717,NA,NA,NA,-1.80304954746717,NA,"down"
"BP: dorsal spinal cord development","BP","GO:0021516","dorsal spinal cord development",1,0,1,-2.1139797211589,NA,NA,NA,-2.1139797211589,NA,"down"
"BP: dorsal/ventral neural tube patterning","BP","GO:0021904","dorsal/ventral neural tube patterning",1,0,1,-1.85439810710728,NA,NA,NA,-1.85439810710728,NA,"down"
"BP: dosage compensation by inactivation of X chromosome","BP","GO:0009048","dosage compensation by inactivation of X chromosome",1,0,1,-1.86199109812164,NA,NA,NA,-1.86199109812164,NA,"down"
"BP: doxorubicin metabolic process","BP","GO:0044598","doxorubicin metabolic process",1,0,1,-1.67567912401194,NA,NA,NA,-1.67567912401194,NA,"down"
"BP: early endosome to Golgi transport","BP","GO:0034498","early endosome to Golgi transport",1,0,1,-1.98432362174013,NA,NA,NA,-1.98432362174013,NA,"down"
"BP: embryonic camera-type eye formation","BP","GO:0060900","embryonic camera-type eye formation",1,0,1,-1.87565144033035,NA,NA,NA,-1.87565144033035,NA,"down"
"BP: embryonic skeletal joint morphogenesis","BP","GO:0060272","embryonic skeletal joint morphogenesis",1,0,1,-1.84872389565448,NA,NA,NA,-1.84872389565448,NA,"down"
"BP: enamel mineralization","BP","GO:0070166","enamel mineralization",1,0,1,-1.66996207213774,NA,NA,NA,-1.66996207213774,NA,"down"
"BP: endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,0,1,-1.88242434540455,NA,NA,NA,-1.88242434540455,NA,"down"
"BP: endosomal lumen acidification","BP","GO:0048388","endosomal lumen acidification",1,0,1,-1.86502164561739,NA,NA,NA,-1.86502164561739,NA,"down"
"BP: endosomal vesicle fusion","BP","GO:0034058","endosomal vesicle fusion",1,0,1,-1.93446120707116,NA,NA,NA,-1.93446120707116,NA,"down"
"BP: endosome to lysosome transport via multivesicular body sorting pathway","BP","GO:0032510","endosome to lysosome transport via multivesicular body sorting pathway",1,0,1,-1.81045025826649,NA,NA,NA,-1.81045025826649,NA,"down"
"BP: energy reserve metabolic process","BP","GO:0006112","energy reserve metabolic process",1,0,1,-1.68040051546194,NA,NA,NA,-1.68040051546194,NA,"down"
"BP: epithelial cell maturation","BP","GO:0002070","epithelial cell maturation",1,0,1,-1.85240596231096,NA,NA,NA,-1.85240596231096,NA,"down"
"BP: epithelial to mesenchymal transition involved in endocardial cushion formation","BP","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",1,0,1,-1.8834191049868,NA,NA,NA,-1.8834191049868,NA,"down"
"BP: establishment of T cell polarity","BP","GO:0001768","establishment of T cell polarity",1,0,1,-1.73621888209121,NA,NA,NA,-1.73621888209121,NA,"down"
"BP: establishment of epithelial cell apical/basal polarity","BP","GO:0045198","establishment of epithelial cell apical/basal polarity",1,0,1,-1.64032995620137,NA,NA,NA,-1.64032995620137,NA,"down"
"BP: estrogen receptor signaling pathway","BP","GO:0030520","estrogen receptor signaling pathway",1,0,1,-1.74304251664616,NA,NA,NA,-1.74304251664616,NA,"down"
"BP: folic acid metabolic process","BP","GO:0046655","folic acid metabolic process",1,0,1,-1.61151145680012,NA,NA,NA,-1.61151145680012,NA,"down"
"BP: formation of translation preinitiation complex","BP","GO:0001731","formation of translation preinitiation complex",1,0,1,-1.80077709746607,NA,NA,NA,-1.80077709746607,NA,"down"
"BP: gamma-aminobutyric acid signaling pathway","BP","GO:0007214","gamma-aminobutyric acid signaling pathway",1,0,1,-1.59891763117387,NA,NA,NA,-1.59891763117387,NA,"down"
"BP: gas transport","BP","GO:0015669","gas transport",1,0,1,-1.82799263420743,NA,NA,NA,-1.82799263420743,NA,"down"
"BP: genomic imprinting","BP","GO:0071514","genomic imprinting",1,0,1,-1.9462122980639,NA,NA,NA,-1.9462122980639,NA,"down"
"BP: glial cell apoptotic process","BP","GO:0034349","glial cell apoptotic process",1,0,1,-1.91657529978768,NA,NA,NA,-1.91657529978768,NA,"down"
"BP: glucan catabolic process","BP","GO:0009251","glucan catabolic process",1,0,1,-1.78231277082916,NA,NA,NA,-1.78231277082916,NA,"down"
"BP: glutamate metabolic process","BP","GO:0006536","glutamate metabolic process",1,0,1,-1.63469871503398,NA,NA,NA,-1.63469871503398,NA,"down"
"BP: glutamine transport","BP","GO:0006868","glutamine transport",1,0,1,-1.94359705423488,NA,NA,NA,-1.94359705423488,NA,"down"
"BP: glycogen catabolic process","BP","GO:0005980","glycogen catabolic process",1,0,1,-1.74870813703163,NA,NA,NA,-1.74870813703163,NA,"down"
"BP: glycogen metabolic process","BP","GO:0005977","glycogen metabolic process",1,0,1,-1.76822201074614,NA,NA,NA,-1.76822201074614,NA,"down"
"BP: glycolipid biosynthetic process","BP","GO:0009247","glycolipid biosynthetic process",1,0,1,-1.84105537431602,NA,NA,NA,-1.84105537431602,NA,"down"
"BP: glycophagy","BP","GO:0061723","glycophagy",1,0,1,-1.79301246269755,NA,NA,NA,-1.79301246269755,NA,"down"
"BP: glycoside metabolic process","BP","GO:0016137","glycoside metabolic process",1,0,1,-1.70607145413392,NA,NA,NA,-1.70607145413392,NA,"down"
"BP: glycosphingolipid biosynthetic process","BP","GO:0006688","glycosphingolipid biosynthetic process",1,0,1,-2.0999486168668,NA,NA,NA,-2.0999486168668,NA,"down"
"BP: granulocyte differentiation","BP","GO:0030851","granulocyte differentiation",1,0,1,-1.66598879617791,NA,NA,NA,-1.66598879617791,NA,"down"
"BP: growth hormone receptor signaling pathway","BP","GO:0060396","growth hormone receptor signaling pathway",1,0,1,-1.63790158731316,NA,NA,NA,-1.63790158731316,NA,"down"
"BP: growth hormone secretion","BP","GO:0030252","growth hormone secretion",1,0,1,-1.86083852257208,NA,NA,NA,-1.86083852257208,NA,"down"
"BP: hair follicle maturation","BP","GO:0048820","hair follicle maturation",1,0,1,-1.78431718579499,NA,NA,NA,-1.78431718579499,NA,"down"
"BP: head morphogenesis","BP","GO:0060323","head morphogenesis",1,0,1,-1.90386261912919,NA,NA,NA,-1.90386261912919,NA,"down"
"BP: heart development","BP","GO:0007507","heart development",1,0,1,-1.61335065061471,NA,NA,NA,-1.61335065061471,NA,"down"
"BP: heme A biosynthetic process","BP","GO:0006784","heme A biosynthetic process",1,0,1,-1.89483161343063,NA,NA,NA,-1.89483161343063,NA,"down"
"BP: heme a metabolic process","BP","GO:0046160","heme a metabolic process",1,0,1,-1.89483161343063,NA,NA,NA,-1.89483161343063,NA,"down"
"BP: heme biosynthetic process","BP","GO:0006783","heme biosynthetic process",1,0,1,-2.18152625212816,NA,NA,NA,-2.18152625212816,NA,"down"
"BP: heme metabolic process","BP","GO:0042168","heme metabolic process",1,0,1,-2.08029193429745,NA,NA,NA,-2.08029193429745,NA,"down"
"BP: heparan sulfate proteoglycan biosynthetic process","BP","GO:0015012","heparan sulfate proteoglycan biosynthetic process",1,0,1,-2.06735571042801,NA,NA,NA,-2.06735571042801,NA,"down"
"BP: heparan sulfate proteoglycan biosynthetic process, enzymatic modification","BP","GO:0015015","heparan sulfate proteoglycan biosynthetic process, enzymatic modification",1,0,1,-1.7399261240882,NA,NA,NA,-1.7399261240882,NA,"down"
"BP: hepatocyte apoptotic process","BP","GO:0097284","hepatocyte apoptotic process",1,0,1,-1.8908913433868,NA,NA,NA,-1.8908913433868,NA,"down"
"BP: histone mRNA metabolic process","BP","GO:0008334","histone mRNA metabolic process",1,0,1,-1.75500841159318,NA,NA,NA,-1.75500841159318,NA,"down"
"BP: homeostasis of number of cells within a tissue","BP","GO:0048873","homeostasis of number of cells within a tissue",1,0,1,-1.73960938531272,NA,NA,NA,-1.73960938531272,NA,"down"
"BP: immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","BP","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",1,0,1,-1.56904807984288,NA,NA,NA,-1.56904807984288,NA,"down"
"BP: import into the mitochondrion","BP","GO:0170036","import into the mitochondrion",1,0,1,-2.45120062037853,NA,NA,NA,-2.45120062037853,NA,"down"
"BP: induction of positive chemotaxis","BP","GO:0050930","induction of positive chemotaxis",1,0,1,-1.73291877819049,NA,NA,NA,-1.73291877819049,NA,"down"
"BP: inner dynein arm assembly","BP","GO:0036159","inner dynein arm assembly",1,0,1,-1.71552417109167,NA,NA,NA,-1.71552417109167,NA,"down"
"BP: inner ear receptor cell development","BP","GO:0060119","inner ear receptor cell development",1,0,1,-1.8946143001021,NA,NA,NA,-1.8946143001021,NA,"down"
"BP: innervation","BP","GO:0060384","innervation",1,0,1,-1.61817809649575,NA,NA,NA,-1.61817809649575,NA,"down"
"BP: inositol trisphosphate metabolic process","BP","GO:0032957","inositol trisphosphate metabolic process",1,0,1,-1.8362197669483,NA,NA,NA,-1.8362197669483,NA,"down"
"BP: intracellular mRNA localization","BP","GO:0008298","intracellular mRNA localization",1,0,1,-1.70239691179062,NA,NA,NA,-1.70239691179062,NA,"down"
"BP: intracellular triglyceride homeostasis","BP","GO:0035356","intracellular triglyceride homeostasis",1,0,1,-1.75968548589664,NA,NA,NA,-1.75968548589664,NA,"down"
"BP: intraciliary retrograde transport","BP","GO:0035721","intraciliary retrograde transport",1,0,1,-1.63276455931583,NA,NA,NA,-1.63276455931583,NA,"down"
"BP: kidney mesenchyme development","BP","GO:0072074","kidney mesenchyme development",1,0,1,-1.87261598227988,NA,NA,NA,-1.87261598227988,NA,"down"
"BP: labyrinthine layer morphogenesis","BP","GO:0060713","labyrinthine layer morphogenesis",1,0,1,-1.68221539231832,NA,NA,NA,-1.68221539231832,NA,"down"
"BP: lamellipodium assembly","BP","GO:0030032","lamellipodium assembly",1,0,1,-1.53572095291787,NA,NA,NA,-1.53572095291787,NA,"down"
"BP: late endosome to lysosome transport","BP","GO:1902774","late endosome to lysosome transport",1,0,1,-1.81921361716752,NA,NA,NA,-1.81921361716752,NA,"down"
"BP: lateral mesoderm development","BP","GO:0048368","lateral mesoderm development",1,0,1,-1.82365313468035,NA,NA,NA,-1.82365313468035,NA,"down"
"BP: learned vocalization behavior or vocal learning","BP","GO:0098598","learned vocalization behavior or vocal learning",1,0,1,-1.81273831390898,NA,NA,NA,-1.81273831390898,NA,"down"
"BP: lipoprotein biosynthetic process","BP","GO:0042158","lipoprotein biosynthetic process",1,0,1,-1.87894149180149,NA,NA,NA,-1.87894149180149,NA,"down"
"BP: loop of Henle development","BP","GO:0072070","loop of Henle development",1,0,1,-1.87614251948597,NA,NA,NA,-1.87614251948597,NA,"down"
"BP: luteinization","BP","GO:0001553","luteinization",1,0,1,-2.03907093213301,NA,NA,NA,-2.03907093213301,NA,"down"
"BP: lymph vessel morphogenesis","BP","GO:0036303","lymph vessel morphogenesis",1,0,1,-1.58135841369048,NA,NA,NA,-1.58135841369048,NA,"down"
"BP: lysosomal membrane organization","BP","GO:0097212","lysosomal membrane organization",1,0,1,-1.65454599921171,NA,NA,NA,-1.65454599921171,NA,"down"
"BP: lysosomal protein catabolic process","BP","GO:1905146","lysosomal protein catabolic process",1,0,1,-1.65241440135757,NA,NA,NA,-1.65241440135757,NA,"down"
"BP: mRNA modification","BP","GO:0016556","mRNA modification",1,0,1,-1.72859763693574,NA,NA,NA,-1.72859763693574,NA,"down"
"BP: mRNA pseudouridine synthesis","BP","GO:1990481","mRNA pseudouridine synthesis",1,0,1,-2.02273565427061,NA,NA,NA,-2.02273565427061,NA,"down"
"BP: mRNA transcription","BP","GO:0009299","mRNA transcription",1,0,1,-1.67537432010247,NA,NA,NA,-1.67537432010247,NA,"down"
"BP: mRNA transcription by RNA polymerase II","BP","GO:0042789","mRNA transcription by RNA polymerase II",1,0,1,-1.73725115820305,NA,NA,NA,-1.73725115820305,NA,"down"
"BP: macromolecule deacylation","BP","GO:0098732","macromolecule deacylation",1,0,1,-1.87334253252746,NA,NA,NA,-1.87334253252746,NA,"down"
"BP: macromolecule depalmitoylation","BP","GO:0098734","macromolecule depalmitoylation",1,0,1,-1.91050348901111,NA,NA,NA,-1.91050348901111,NA,"down"
"BP: maintenance of cell polarity","BP","GO:0030011","maintenance of cell polarity",1,0,1,-1.80911862813869,NA,NA,NA,-1.80911862813869,NA,"down"
"BP: maintenance of postsynaptic specialization structure","BP","GO:0098880","maintenance of postsynaptic specialization structure",1,0,1,-1.66931101281652,NA,NA,NA,-1.66931101281652,NA,"down"
"BP: male genitalia development","BP","GO:0030539","male genitalia development",1,0,1,-1.730020631988,NA,NA,NA,-1.730020631988,NA,"down"
"BP: mannosylation","BP","GO:0097502","mannosylation",1,0,1,-1.55668171842072,NA,NA,NA,-1.55668171842072,NA,"down"
"BP: mechanosensory behavior","BP","GO:0007638","mechanosensory behavior",1,0,1,-1.80281436767729,NA,NA,NA,-1.80281436767729,NA,"down"
"BP: melanosome assembly","BP","GO:1903232","melanosome assembly",1,0,1,-1.83417608879441,NA,NA,NA,-1.83417608879441,NA,"down"
"BP: membrane repolarization during action potential","BP","GO:0086011","membrane repolarization during action potential",1,0,1,-1.83828353316098,NA,NA,NA,-1.83828353316098,NA,"down"
"BP: mesenchymal to epithelial transition","BP","GO:0060231","mesenchymal to epithelial transition",1,0,1,-1.91968197808457,NA,NA,NA,-1.91968197808457,NA,"down"
"BP: mesenchymal to epithelial transition involved in metanephros morphogenesis","BP","GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis",1,0,1,-1.94549906886663,NA,NA,NA,-1.94549906886663,NA,"down"
"BP: mesodermal cell fate specification","BP","GO:0007501","mesodermal cell fate specification",1,0,1,-1.91054005598527,NA,NA,NA,-1.91054005598527,NA,"down"
"BP: metanephric collecting duct development","BP","GO:0072205","metanephric collecting duct development",1,0,1,-2.01584463176189,NA,NA,NA,-2.01584463176189,NA,"down"
"BP: metanephric mesenchyme development","BP","GO:0072075","metanephric mesenchyme development",1,0,1,-1.75038884459087,NA,NA,NA,-1.75038884459087,NA,"down"
"BP: metanephric nephron tubule development","BP","GO:0072234","metanephric nephron tubule development",1,0,1,-1.90264987195152,NA,NA,NA,-1.90264987195152,NA,"down"
"BP: metanephric renal vesicle morphogenesis","BP","GO:0072283","metanephric renal vesicle morphogenesis",1,0,1,-2.00267773464033,NA,NA,NA,-2.00267773464033,NA,"down"
"BP: miRNA-mediated gene silencing by inhibition of translation","BP","GO:0035278","miRNA-mediated gene silencing by inhibition of translation",1,0,1,-1.94539150304498,NA,NA,NA,-1.94539150304498,NA,"down"
