gene_ref,gene_id,gene_name,condition_1,condition_2,gene_switch_q_value,Rank
geneComp_00022448,GRB2,GRB2,Control,FRDA,3.2585868710821767e-175,1
geneComp_00024390,KIF21B,KIF21B,Control,FRDA,1.645941382956719e-104,2
geneComp_00038940,ZBTB14,ZBTB14,Control,FRDA,1.834654179930533e-85,3
geneComp_00003275,CEP78,CEP78,Control,FRDA,1.2516633409430407e-44,4
geneComp_00023848,INTS6,INTS6,Control,FRDA,4.000318647632785e-39,5
geneComp_00024793,LDHA,LDHA,Control,FRDA,2.606160816329208e-38,6
geneComp_00003009,CDC16,CDC16,Control,FRDA,1.0552767171769232e-36,7
geneComp_00026179,LINC02981,LINC02981,Control,FRDA,7.659137585526007e-32,8
geneComp_00027037,MED23,MED23,Control,FRDA,3.5091895449364125e-29,9
geneComp_00002507,CAMTA1,CAMTA1,Control,FRDA,1.7097224438494487e-28,10
geneComp_00000391,ADGRB3,ADGRB3,Control,FRDA,8.340719154982495e-28,11
geneComp_00036229,SYT2,SYT2,Control,FRDA,9.132373767704274e-27,12
geneComp_00039418,ZNF45,ZNF45,Control,FRDA,1.276591788028753e-25,13
geneComp_00000142,ACACB,ACACB,Control,FRDA,7.393841241584591e-25,14
geneComp_00021978,GFER,GFER,Control,FRDA,7.393841241584591e-25,15
geneComp_00039170,ZMYND8,ZMYND8,Control,FRDA,6.008812826483577e-22,16
geneComp_00032114,RGPD6,RGPD6,Control,FRDA,4.206554016089662e-20,17
geneComp_00026946,MCC,MCC,Control,FRDA,4.278805124011518e-20,18
geneComp_00001070,ARB2A,ARB2A,Control,FRDA,8.939122120847304e-19,19
geneComp_00031921,RBM6,RBM6,Control,FRDA,1.4158264648338506e-16,20
geneComp_00034591,SLC1A4,SLC1A4,Control,FRDA,2.84672568474159e-16,21
geneComp_00032098,RFXANK,RFXANK,Control,FRDA,3.275352957159798e-16,22
geneComp_00033760,RUSC1,RUSC1,Control,FRDA,1.2426723466149356e-15,23
geneComp_00002614,CASTOR3P,CASTOR3P,Control,FRDA,1.754278991237182e-15,24
geneComp_00022612,GUCY1B1,GUCY1B1,Control,FRDA,1.7064781896375253e-14,25
geneComp_00035670,SPPL2A,SPPL2A,Control,FRDA,2.480033265734557e-13,26
geneComp_00034749,SLC35A3,SLC35A3,Control,FRDA,2.707874763116275e-13,27
geneComp_00000481,AFF3,AFF3,Control,FRDA,2.442914717235926e-12,28
geneComp_00022289,GPANK1,GPANK1,Control,FRDA,4.667842383794161e-12,29
geneComp_00023918,IRF1,IRF1,Control,FRDA,8.519089348034568e-12,30
geneComp_00034205,SERGEF,SERGEF,Control,FRDA,8.87765666986822e-12,31
geneComp_00023592,IFT172,IFT172,Control,FRDA,3.1672193361213344e-11,32
geneComp_00014101,ENSG00000291142.2,NA,Control,FRDA,5.448512456968152e-11,33
geneComp_00037759,TSPAN4,TSPAN4,Control,FRDA,7.009539696672287e-11,34
geneComp_00035523,SPAG16,SPAG16,Control,FRDA,1.0248701236784883e-10,35
geneComp_00001700,BAHCC1,BAHCC1,Control,FRDA,1.203765648311552e-10,36
geneComp_00021996,GGA3,GGA3,Control,FRDA,2.2127102788277427e-10,37
geneComp_00024125,KAT7,KAT7,Control,FRDA,2.7760409447837256e-10,38
geneComp_00032626,RNASEH2C,RNASEH2C,Control,FRDA,5.949170280459229e-10,39
geneComp_00023299,HPF1,HPF1,Control,FRDA,6.297857902722498e-10,40
geneComp_00032216,RIMS2,RIMS2,Control,FRDA,1.375079887512339e-9,41
geneComp_00021242,FCHO2,FCHO2,Control,FRDA,1.4262273931232333e-9,42
geneComp_00023008,HIP1R,HIP1R,Control,FRDA,1.7829083071520036e-9,43
geneComp_00000415,ADGRL2,ADGRL2,Control,FRDA,2.4852723057312995e-9,44
geneComp_00027723,MSRA,MSRA,Control,FRDA,2.491791915833362e-9,45
geneComp_00039590,ZNF644,ZNF644,Control,FRDA,2.858011955095839e-9,46
geneComp_00031249,PSEN2,PSEN2,Control,FRDA,5.266866078805646e-9,47
geneComp_00028724,NOL3,NOL3,Control,FRDA,1.0105308479761277e-8,48
geneComp_00003430,CHD9,CHD9,Control,FRDA,1.2009639985503826e-8,49
geneComp_00003473,CHN2,CHN2,Control,FRDA,1.2369929023157629e-8,50
geneComp_00036669,TFPT,TFPT,Control,FRDA,1.6150648731678687e-8,51
geneComp_00036328,TARBP2,TARBP2,Control,FRDA,1.9210172859821633e-8,52
geneComp_00028766,NOVA1-DT,NOVA1-DT,Control,FRDA,2.4355690620708467e-8,53
geneComp_00032705,RNF220,RNF220,Control,FRDA,2.7080991617991602e-8,54
geneComp_00022005,GGT1,GGT1,Control,FRDA,2.8412258690076928e-8,55
geneComp_00003877,COL1A1,COL1A1,Control,FRDA,3.232540469211921e-8,56
geneComp_00003291,CEROX1,CEROX1,Control,FRDA,3.684945166381439e-8,57
geneComp_00022081,GLIDR,GLIDR,Control,FRDA,6.568494113819997e-8,58
geneComp_00004430,CYFIP1,CYFIP1,Control,FRDA,7.559865028545328e-8,59
geneComp_00031079,PRKCZ,PRKCZ,Control,FRDA,7.823450302036666e-8,60
geneComp_00022859,HDAC11,HDAC11,Control,FRDA,8.3382482099471e-8,61
geneComp_00025218,LINC01102,LINC01102,Control,FRDA,1.3529116619331397e-7,62
geneComp_00000124,ABLIM2,ABLIM2,Control,FRDA,1.5701475543304704e-7,63
geneComp_00011210,ENSG00000280018.5,NA,Control,FRDA,1.7647431498407353e-7,64
geneComp_00021135,FAT3,FAT3,Control,FRDA,3.0216393243610854e-7,65
geneComp_00028585,NHS,NHS,Control,FRDA,3.0216393243610854e-7,66
geneComp_00003830,CNTNAP2,CNTNAP2,Control,FRDA,3.052998981682907e-7,67
geneComp_00031581,RAB11FIP5,RAB11FIP5,Control,FRDA,4.2399940727878533e-7,68
geneComp_00039050,ZDHHC3,ZDHHC3,Control,FRDA,5.834760509566391e-7,69
geneComp_00026427,LRP8,LRP8,Control,FRDA,6.357055588199173e-7,70
geneComp_00037562,TRIB2,TRIB2,Control,FRDA,6.940846591568586e-7,71
geneComp_00031965,RCAN1,RCAN1,Control,FRDA,7.001066863343319e-7,72
geneComp_00036780,TIAL1,TIAL1,Control,FRDA,8.329856805051466e-7,73
geneComp_00023332,HS3ST3A1,HS3ST3A1,Control,FRDA,9.62738706707902e-7,74
geneComp_00036492,TCF19,TCF19,Control,FRDA,1.1032272653867237e-6,75
geneComp_00034439,SHROOM2,SHROOM2,Control,FRDA,1.4619711561661926e-6,76
geneComp_00034264,SETD7,SETD7,Control,FRDA,1.6070290354824503e-6,77
geneComp_00036320,TAOK3,TAOK3,Control,FRDA,1.752547031917165e-6,78
geneComp_00035485,SOX2-OT,SOX2-OT,Control,FRDA,1.8147362216477377e-6,79
geneComp_00037857,TTLL4,TTLL4,Control,FRDA,1.8674646314585028e-6,80
geneComp_00005249,DTD1,DTD1,Control,FRDA,1.8684877696172373e-6,81
geneComp_00022274,GOT1-DT,GOT1-DT,Control,FRDA,2.3713454100051633e-6,82
geneComp_00032628,RNASEK-C17orf49,RNASEK-C17orf49,Control,FRDA,4.14751397088567e-6,83
geneComp_00018711,ENSG00000305511.1,NA,Control,FRDA,4.237434876837058e-6,84
geneComp_00039563,ZNF608,ZNF608,Control,FRDA,4.288538555852227e-6,85
geneComp_00000379,ADD1,ADD1,Control,FRDA,5.023667316293664e-6,86
geneComp_00022494,GRM1,GRM1,Control,FRDA,5.2783920678502104e-6,87
geneComp_00034851,SLC50A1,SLC50A1,Control,FRDA,5.486500165509259e-6,88
geneComp_00037212,TMOD2,TMOD2,Control,FRDA,5.5962318876724485e-6,89
geneComp_00031672,RABGGTA,RABGGTA,Control,FRDA,6.9855741941344435e-6,90
