gene_ref,gene_id,gene_name,condition_1,condition_2,gene_switch_q_value,Rank
geneComp_00026167,PHRF1,PHRF1,Control,FRDA,9.198280164910966e-56,1
geneComp_00031623,TET2,TET2,Control,FRDA,1.0451326065343454e-46,2
geneComp_00002906,CDC16,CDC16,Control,FRDA,1.38368785733688e-32,3
geneComp_00005454,ELAPOR2,ELAPOR2,Control,FRDA,2.199979545138232e-31,4
geneComp_00003358,CHN1,CHN1,Control,FRDA,1.5640208269266835e-29,5
geneComp_00017405,ERCC6L2,ERCC6L2,Control,FRDA,3.4760345567662963e-26,6
geneComp_00031068,STX18-AS1,STX18-AS1,Control,FRDA,1.2789353239174434e-25,7
geneComp_00003168,CEP85,CEP85,Control,FRDA,1.3061609083648043e-24,8
geneComp_00004743,DLG1,DLG1,Control,FRDA,2.1971493538933377e-24,9
geneComp_00002457,CAPRIN2,CAPRIN2,Control,FRDA,1.3478620785648137e-22,10
geneComp_00003152,CEP41,CEP41,Control,FRDA,3.6768762168253855e-21,11
geneComp_00001373,ATF6,ATF6,Control,FRDA,4.080733622777551e-21,12
geneComp_00012423,ENSG00000291176.2,NA,Control,FRDA,3.2037499246856676e-19,13
geneComp_00012446,ENSG00000291220.2,NA,Control,FRDA,6.594595144641568e-19,14
geneComp_00032525,TRIM2,TRIM2,Control,FRDA,1.6406501865472523e-18,15
geneComp_00027784,RBM6,RBM6,Control,FRDA,6.689876899730698e-18,16
geneComp_00025936,PDPR2P,PDPR2P,Control,FRDA,1.3224178527002367e-16,17
geneComp_00001153,ARID4B,ARID4B,Control,FRDA,2.323522528628086e-16,18
geneComp_00028516,RPL23AP7,RPL23AP7,Control,FRDA,6.837053147220302e-16,19
geneComp_00028042,RIF1,RIF1,Control,FRDA,1.0044490774338828e-15,20
geneComp_00033519,WDPCP,WDPCP,Control,FRDA,1.1499907124524063e-15,21
geneComp_00002963,CDH13,CDH13,Control,FRDA,1.633082900097521e-15,22
geneComp_00030900,ST3GAL6,ST3GAL6,Control,FRDA,2.2442095327229604e-15,23
geneComp_00018318,FRMD6,FRMD6,Control,FRDA,2.8956555773096382e-15,24
geneComp_00030215,SMAD9,SMAD9,Control,FRDA,3.5234933624521534e-15,25
geneComp_00025522,PACRGL,PACRGL,Control,FRDA,2.3660073903040352e-14,26
geneComp_00026350,PLA2G4B,PLA2G4B,Control,FRDA,5.173005345027968e-14,27
geneComp_00023420,MFSD8,MFSD8,Control,FRDA,5.33402899999476e-13,28
geneComp_00025498,PABIR2,PABIR2,Control,FRDA,9.969172238359583e-13,29
geneComp_00002859,CD36,CD36,Control,FRDA,5.013850675888158e-12,30
geneComp_00034423,ZNF600,ZNF600,Control,FRDA,1.0318141409416805e-11,31
geneComp_00009662,ENSG00000275496.5,NA,Control,FRDA,1.5085886996350664e-11,32
geneComp_00032540,TRIM36,TRIM36,Control,FRDA,1.8533262202486733e-11,33
geneComp_00034433,ZNF611,ZNF611,Control,FRDA,2.963228986317076e-11,34
geneComp_00034062,ZNF133,ZNF133,Control,FRDA,1.7380740545539176e-10,35
geneComp_00000057,ABCB4,ABCB4,Control,FRDA,3.0129703980359644e-10,36
geneComp_00001858,BMPER,BMPER,Control,FRDA,1.1601899492547461e-9,37
geneComp_00033083,UFSP2,UFSP2,Control,FRDA,1.2048948890635669e-9,38
geneComp_00034700,ZSCAN30,ZSCAN30,Control,FRDA,1.2063003129550736e-9,39
geneComp_00031998,TMEM161B-DT,TMEM161B-DT,Control,FRDA,2.001106999988443e-9,40
geneComp_00023666,MN1,MN1,Control,FRDA,2.7360618638255533e-9,41
geneComp_00025723,PCDHA11,PCDHA11,Control,FRDA,2.861198647699314e-9,42
geneComp_00031070,STX1A,STX1A,Control,FRDA,3.103194950673071e-9,43
geneComp_00034504,ZNF699,ZNF699,Control,FRDA,7.6426394675059635e-09,44
geneComp_00017320,EOLA2-DT,EOLA2-DT,Control,FRDA,1.0529608351384316e-8,45
geneComp_00001214,ARMCX5,ARMCX5,Control,FRDA,1.2107363352007453e-8,46
geneComp_00031451,TBL1X,TBL1X,Control,FRDA,1.880790108581444e-8,47
geneComp_00019536,HDAC6,HDAC6,Control,FRDA,2.0412141578138745e-8,48
geneComp_00001840,BMAL1,BMAL1,Control,FRDA,3.0696890641238694e-8,49
geneComp_00029917,SLC26A11,SLC26A11,Control,FRDA,3.474216307286616e-8,50
geneComp_00034689,ZSCAN16-AS1,ZSCAN16-AS1,Control,FRDA,4.4955802742991975e-8,51
