gene_ref,gene_id,gene_name,condition_1,condition_2,gene_switch_q_value,Rank
geneComp_00027849,INPP5F,INPP5F,Control,FRDA,3.852562990889171e-280,1
geneComp_00039585,SHANK2,SHANK2,Control,FRDA,4.761952952808714e-72,2
geneComp_00041232,STK17B,STK17B,Control,FRDA,1.4079269843833081e-64,3
geneComp_00027758,IL6ST,IL6ST,Control,FRDA,4.2350100932520395e-63,4
geneComp_00005039,DDHD2,DDHD2,Control,FRDA,4.5643798439542996e-63,5
geneComp_00035719,PPP1R37,PPP1R37,Control,FRDA,5.562360118060776e-51,6
geneComp_00029151,LINC00115,LINC00115,Control,FRDA,2.3666884754917824e-50,7
geneComp_00038800,RRBP1,RRBP1,Control,FRDA,2.5420831147967967e-49,8
geneComp_00024161,ENSG00000310533.1,NA,Control,FRDA,1.4651423225322693e-48,9
geneComp_00004441,CREB1,CREB1,Control,FRDA,1.494565590529002e-48,10
geneComp_00027259,HPS1,HPS1,Control,FRDA,8.430793843312764e-47,11
geneComp_00025197,FMN2,FMN2,Control,FRDA,6.9045084313594894e-43,12
geneComp_00025033,FEZ1,FEZ1,Control,FRDA,1.7298643808559658e-38,13
geneComp_00026648,HAGH,HAGH,Control,FRDA,4.208677120749724e-36,14
geneComp_00032793,NAV3,NAV3,Control,FRDA,1.491139480570974e-34,15
geneComp_00043009,TRIM52-AS1,TRIM52-AS1,Control,FRDA,9.341261461781183e-34,16
geneComp_00012899,ENSG00000282885.4,NA,Control,FRDA,9.165662354295508e-33,17
geneComp_00039006,SAMHD1,SAMHD1,Control,FRDA,1.6222786550820508e-32,18
geneComp_00043419,TXNRD2,TXNRD2,Control,FRDA,2.266154327336049e-32,19
geneComp_00028391,KIAA0040,KIAA0040,Control,FRDA,7.982797792144876e-32,20
geneComp_00034553,PCDHGC3,PCDHGC3,Control,FRDA,1.4010532139500374e-28,21
geneComp_00024887,FBRS,FBRS,Control,FRDA,2.53440477481482e-28,22
geneComp_00005790,DYSF,DYSF,Control,FRDA,2.5361460771509358e-26,23
geneComp_00034533,PCDHGA10,PCDHGA10,Control,FRDA,3.2987920086358324e-26,24
geneComp_00044165,WDR59,WDR59,Control,FRDA,1.886842581127303e-24,25
geneComp_00033529,NRG1,NRG1,Control,FRDA,4.526164431658474e-22,26
geneComp_00034511,PCDHAC2,PCDHAC2,Control,FRDA,8.80909327048964e-22,27
geneComp_00042702,TNS2,TNS2,Control,FRDA,2.6443233037237635e-21,28
