gene_ref,gene_id,gene_name,condition_1,condition_2,gene_switch_q_value,Rank
geneComp_00057411,ZNF619,ZNF619,Control,FRDA,0.0214169296756061,91
geneComp_00057368,ZNF575,ZNF575,Control,FRDA,0.02171359080697384,92
geneComp_00012020,ENSG00000260007.3,NA,Control,FRDA,0.022528186032600372,93
geneComp_00053480,SYTL2,SYTL2,Control,FRDA,0.022528186032600372,94
geneComp_00048175,RCC1,RCC1,Control,FRDA,0.023801001982016894,95
geneComp_00052055,SLFN13,SLFN13,Control,FRDA,0.02380109210992892,96
geneComp_00038097,KIF17,KIF17,Control,FRDA,0.024342698904226058,97
geneComp_00003687,CDKL3,CDKL3,Control,FRDA,0.026229178690720396,98
geneComp_00054463,TMEM229B,TMEM229B,Control,FRDA,0.027111448066165077,99
geneComp_00039796,LINC01694,LINC01694,Control,FRDA,0.02721753022822555,100
geneComp_00040914,LINC03007,LINC03007,Control,FRDA,0.03145507074495619,101
geneComp_00005486,DCPS,DCPS,Control,FRDA,0.032936394562862376,102
geneComp_00047961,RARB,RARB,Control,FRDA,0.033518390084146796,103
geneComp_00003923,CFAP251,CFAP251,Control,FRDA,0.037522705509992746,104
geneComp_00003196,CCDC169,CCDC169,Control,FRDA,0.038160605178443406,105
