"gene_id","gene_name","isoform_id","condition_1","condition_2","IF_condition_1","IF_condition_2","dIF","isoform_switch_q_value","direction"
"PHRF1","PHRF1","ENST00000416188","Control","FRDA",0,0.133933333333333,0.133933333333333,9.19828016491097e-56,"Higher in FRDA"
"TET2","TET2","ENST00000513237","Control","FRDA",0,0.1012,0.1012,1.04513260653435e-46,"Higher in FRDA"
"CDC16","CDC16","ENST00000252457","Control","FRDA",0.147166666666667,0,-0.147166666666667,1.38368785733688e-32,"Higher in Control"
"ELAPOR2","ELAPOR2","ENST00000394714","Control","FRDA",0.1515,0,-0.1515,2.19997954513823e-31,"Higher in Control"
"CHN1","CHN1","ENST00000409597","Control","FRDA",0,0.121233333333333,0.121233333333333,1.56402082692668e-29,"Higher in FRDA"
"ERCC6L2","ERCC6L2","ENST00000456993","Control","FRDA",0,0.118433333333333,0.118433333333333,3.4760345567663e-26,"Higher in FRDA"
"STX18-AS1","STX18-AS1","ENST00000669065","Control","FRDA",0,0.307433333333333,0.307433333333333,1.27893532391744e-25,"Higher in FRDA"
"CEP85","CEP85","ENST00000453146","Control","FRDA",0,0.124966666666667,0.124966666666667,1.3061609083648e-24,"Higher in FRDA"
"DLG1","DLG1","ENST00000669565","Control","FRDA",0.1069,0,-0.1069,2.19714935389334e-24,"Higher in Control"
"CAPRIN2","CAPRIN2","ENST00000695402","Control","FRDA",0.112233333333333,0,-0.112233333333333,1.34786207856481e-22,"Higher in Control"
"CEP41","CEP41","ENST00000676243","Control","FRDA",0.1305,0,-0.1305,3.67687621682539e-21,"Higher in Control"
"ATF6","ATF6","ENST00000681187","Control","FRDA",0.106666666666667,0,-0.106666666666667,4.08073362277755e-21,"Higher in Control"
"ENSG00000291176.2",NA,"ENST00000690531","Control","FRDA",0,0.154133333333333,0.154133333333333,3.20374992468567e-19,"Higher in FRDA"
"ENSG00000291220.2",NA,"ENST00000770169","Control","FRDA",0.196066666666667,0,-0.196066666666667,6.59459514464157e-19,"Higher in Control"
"TRIM2","TRIM2","ENST00000676335","Control","FRDA",0.132866666666667,0,-0.132866666666667,1.64065018654725e-18,"Higher in Control"
"RBM6","RBM6","ENST00000442092","Control","FRDA",0.188633333333333,0.0808666666666667,-0.107766666666667,6.6898768997307e-18,"Higher in Control"
"ARID4B","ARID4B","ENST00000491632","Control","FRDA",0,0.108,0.108,2.32352252862809e-16,"Higher in FRDA"
"RPL23AP7","RPL23AP7","ENST00000802726","Control","FRDA",0,0.2071,0.2071,6.8370531472203e-16,"Higher in FRDA"
"RIF1","RIF1","ENST00000444746","Control","FRDA",0.133666666666667,0,-0.133666666666667,1.00444907743388e-15,"Higher in Control"
